Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
281325,BROWN COUNTY HOSPITAL,945 EAST ZERO ST,AINSWORTH,NE,"AAA69210",BROWN,(402) 387-2800,Critical Access Hospitals,Government - Local,true,NULL,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,NULL,5,NULL,16,POINT (-NULL.850045 42.544934)
074003,CONNECTICUT VALLEY HOSP,SILVER ST,MIDDLETOWN,CT,"AAA06457",MIDDLESEX,(203) 344-2666,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,"AAA84302",BOX ELDER,(435) 734-9471,Acute Care Hospitals,Proprietary,true,true,4,NULL,NULL,5,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,-1,NULL,POINT (-112.024441 41.49107)
500054,PROV SACRED HRT MED CTR & CHILDS HOSP.,101 WEST 8TH AVENUE,SPOKANE,WA,NULL204,SPOKANE,(509) 474-3040,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,1,NULL,POINT (-117.412168 47.64831)
360355,OHIO VALLEY SURGICAL HOSPITAL,100 WEST MAIN STREET,SPRINGFIELD,OH,"AAA45502",CLARK,(937) 521-3900,Acute Care Hospitals,Voluntary non-profit - Private,false,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,0,NULL,NULL,16,NULL,5,POINT (-83.812195 39.924716)
161341,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,"AAA50049",LUCAS,(641) 774-3000,Critical Access Hospitals,Voluntary non-profit - Other,true,true,NULL,16,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-93.303421 41.027693)
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,"AAA27870",HALIFAX,(252) 535-8005,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-77.647046 36.435313)
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,"AAA43040",UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,true,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-83.368841 40.231291)
454135,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER ROAD,HOUSTON,TX,"AAA77080",HARRIS,(832) 834-7710,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.545351 29.823842)
340037,ATRIUM HEALTH KINGS MOUNTAIN,706 W KING ST,KINGS MOUNTAIN,NC,"AAA28086",CLEVELAND,(704) 739-3601,Acute Care Hospitals,Government - Hospital District or Authority,true,true,5,NULL,0,NULL,NULL,5,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-81.356017 35.240871)
334048,GRACIE SQUARE HOSP,420 EAST 76 ST,NEW YORK,NY,"AAA10021",NEW YORK,(212) 434-5322,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-73.952866 40.76987)
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,"AAA14020",GENESEE,(585) 343-6030,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,NULL,5,POINT (-78.177592 43.003NULL7)
454012,MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,ARLINGTON,TX,"AAA76011",TARRANT,(817) 261-3121,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-97.113632 32.75124)
190308,ST BERNARD PARISH HOSPITAL,8000 WEST JUDGE PEREZ DRIVE,CHALMETTE,LA,"AAA70043",ST. BERNARD,(504) 826-9500,Acute Care Hospitals,Government - Hospital District or Authority,true,true,2,NULL,0,NULL,NULL,5,0,NULL,0,NULL,-1,NULL,0,NULL,NULL,5,POINT (-89.98842 29.957043)
050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,"AAA94403",SAN MATEO,(650) 573-2222,Acute Care Hospitals,Government - Local,true,NULL,2,NULL,NULL,5,0,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-122.2NULL406 37.530116)
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,"AAA30281",HENRY,(678) 604-1000,Acute Care Hospitals,Government - Hospital District or Authority,true,true,2,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-84.225561 33.508NULL6)
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,PR,"AAA00693",VEGA BAJA,(787) 858-1580,Acute Care Hospitals,Proprietary,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,NULL,16
154014,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,9 PEQUIGNOT DR,PIERCETON,IN,"AAA46562",KOSCIUSKO,(574) 267-7169,Psychiatric,Voluntary non-profit - Private,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-85.6NULL159 41.204236)
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,"AAA62769",SANGAMON,(217) 544-6464,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-89.644833 39.807289)
170075,"MERCY HOSPITAL, INC",218 E PACK STREET,MOUNDRIDGE,KS,"AAA67107",MCPHERSON,(620) 345-6391,Acute Care Hospitals,Voluntary non-profit - Church,true,NULL,4,NULL,NULL,5,NULL,5,1,NULL,NULL,16,0,NULL,1,NULL,NULL,16,POINT (-97.516NULL6 38.205072)
130002,ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,"AAA83301",TWIN FALLS,(208) 814-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-114.496NULL8 42.591595)
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,1600 HADDON AVENUE,CAMDEN,NJ,"AAA08103",CAMDEN,(856) 580-6330,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-75.095704 39.927033)
314021,HAMPTON BEHAVIORAL HEALTH SYSTEM,650 RANCOCAS ROAD,WESTAMPTON,NJ,"AAA08060",BURLINGTON,(609) 267-7000,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-74.846072 40.009597)
380056,SANTIAM HOSPITAL,1401 N 10TH AVENUE,STAYTON,OR,"AAA97383",MARION,(503) 769-2175,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,NULL,5,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-122.784124 44.80524)
514011,HIGHLAND-CLARKSBURG HOSPITAL INC,3 HOSPITAL PLAZA,CLARKSBURG,WV,"AAA26301",HARRISON,(304) 622-4951,Psychiatric,Voluntary non-profit - Private,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-80.372027 39.271705)
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,"AAA62521",MACON,(217) 464-2966,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-88.93191 39.82635)
053306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"AAA92691",ORANGE,(949) 365-2408,Childrens,Voluntary non-profit - Private,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
370225,"SUMMIT MEDICAL CENTER, LLC",1800 SOUTH RENAISSANCE BOULEVARD,EDMOND,OK,"AAA73013",OKLAHOMA,(405) 359-2400,Acute Care Hospitals,Physician,true,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,NULL,5,NULL,16,NULL,5,POINT (-97.4NULL435 35.635521)
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,BOX 980510   1250 EAST MARSHALL STREET,RICHMOND,VA,"AAA23298",RICHMOND CITY,(804) 828-0938,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,1,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL
521317,ASCENSION CALUMET HOSPITAL,614 MEMORIAL DRIVE,CHILTON,WI,"AAA53014",CALUMET,(920) 849-2386,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-88.1543NULL 44.025439)
240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,"AAA55433",ANOKA,(762) 236-8100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-93.368221 45.183842)
670005,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,TX,"AAA77339",HARRIS,(281) 312-4000,Acute Care Hospitals,Proprietary,true,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,0,NULL,NULL,5,NULL,16,POINT (-95.257949 30.047198)
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,"AAA83712",ADA,(208) 381-2222,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-116.192202 43.612157)
510023,WEIRTON MEDICAL CENTER,601 COLLIERS WAY,WEIRTON,WV,"AAA26062",HANCOCK,(304) 797-6000,Acute Care Hospitals,Government - Local,true,true,4,NULL,1,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,1,NULL,0,NULL,POINT (-80.529739 40.393726)
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,"AAA29621",ANDERSON,(864) 512-2830,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-82.647355 34.511071)
370026,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,ENID,OK,"AAA73701",GARFIELD,(580) 233-6100,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,-1,NULL,POINT (-97.871777 36.394154)
044020,RIVERVIEW BEHAVIORAL HEALTH,701 ARKANSAS BOULEVARD SUITE 300,TEXARKANA,AR,"AAA71854",MILLER,(870) 772-5028,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-94.035458 33.4602)
230207,MCLAREN OAKLAND,50 N PERRY ST,PONTIAC,MI,"AAA48342",OAKLAND,(248) 338-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,POINT (-83.291095 42.638394)
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,"AAA95823",SACRAMENTO,(916) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,17,0,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,NULL,5,NULL,16,POINT (-121.423802 38.471647)
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,"AAA33756",PINELLAS,(727) 462-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,-1,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,NULL,POINT (-82.803874 27.951912)
010059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,"AAA35650",LAWRENCE,(256) 974-2200,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,NULL,5,1,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-87.286019 34.482884)
260017,PHELPS HEALTH,1000 W 10TH ST,ROLLA,MO,"AAA65401",PHELPS,(573) 458-88NULL,Acute Care Hospitals,Government - Local,true,true,3,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,POINT (-91.784NULL3 37.951442)
191308,PREVOST MEMORIAL HOSPITAL,301 MEMORIAL DR,DONALDSONVILLE,LA,"AAA70346",ASCENSION,(225) 474-2133,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-91.002904 30.087951)
141317,GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,"AAA60936",FORD,(217) 784-4251,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,5,NULL,5,1,NULL,1,NULL,NULL,5,NULL,5,NULL,5,POINT (-88.370716 40.478072)
670103,MEDICAL CITY ALLIANCE,3101 NORTH TARRANT PARKWAY,FORT WORTH,TX,"AAA76177",TARRANT,(817) 639-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-97.313814 32.898527)
140211,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,"AAA60134",KANE,(630) 208-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-88.340414 41.886345)
220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,"AAA02190",NORFOLK,(781) 340-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,1,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-70.954075 42.17472)
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,"AAA53792",DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,POINT (-89.429063 43.077218)
521339,ASCENSION GOOD SAMARITAN HOSPITAL,601 S CENTER AVE,MERRILL,WI,"AAA54452",LINCOLN,(715) 536-5511,Critical Access Hospitals,Voluntary non-profit - Church,true,true,4,NULL,NULL,5,NULL,16,1,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-89.683031 45.175858)
181310,CARROLL COUNTY MEMORIAL HOSPITAL,309 ELEVENTH STREET,CARROLLTON,KY,"AAA41008",CARROLL,(502) 732-4321,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,0,NULL,POINT (-85.169314 38.67NULL04)
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,"AAA89109",CLARK,(702) 731-8000,Acute Care Hospitals,Proprietary,true,true,1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,1,NULL,-1,NULL,1,NULL,POINT (-115.136883 36.134586)
364058,SUN BEHAVIORAL COLUMBUS,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,"AAA43229",FRANKLIN,(614) 706-2876,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-82.NULL3801 40.088094)
231334,PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,TECUMSEH,MI,"AAA49286",LENAWEE,(517) 424-3000,Critical Access Hospitals,Government - Federal,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,0,NULL,0,NULL,0,NULL,POINT (-83.93755 42.002909)
351321,WISHEK COMMUNITY HOSPITAL,1007 4TH AVE S,WISHEK,ND,"AAA58495",MCINTOSH,(701) 452-2326,Critical Access Hospitals,Government - Local,true,NULL,NULL,16,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-NULL.551538 46.255123)
241325,CHIPPEWA COUNTY HOSPITAL,824 NORTH 11TH STREET,MONTEVIDEO,MN,"AAA56265",CHIPPEWA,(320) 269-8877,Critical Access Hospitals,Government - Local,true,NULL,2,NULL,NULL,5,NULL,16,0,NULL,0,NULL,NULL,5,1,NULL,0,NULL,POINT (-95.713586 44.953989)
061309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 WEST 7TH ST,WRAY,CO,"AAA80758",YUMA,(970) 332-4811,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,5,NULL,5,0,NULL,NULL,16,NULL,16,1,NULL,NULL,5,POINT (-102.23466 40.075405)
151303,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,"AAA47265",JENNINGS,(812) 352-4200,Critical Access Hospitals,Voluntary non-profit - Church,true,NULL,4,NULL,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,0,NULL,0,NULL,POINT (-85.640374 39.011259)
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,"AAA84790",WASHINGTON,(435) 251-2100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,-1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-113.55333 37.0NULL85)
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",3333 NORTH WEBB ROAD,WICHITA,KS,"AAA67226",SEDGWICK,(316) 462-5326,Acute Care Hospitals,Physician,false,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,NULL,5,NULL,16,NULL,5,POINT (-97.226326 37.743966)
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,"AAA87532",RIO ARRIBA,(505) 753-1502,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,POINT (-106.086683 35.NULL7101)
050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,"AAA94596",CONTRA COSTA,(925) 295-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,17,NULL,16,0,NULL,NULL,5,-1,NULL,0,NULL,NULL,5,NULL,16,POINT (-122.057943 37.891512)
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,160 EAST ERIE AVE,PHILADELPHIA,PA,"AAA19134",PHILADELPHIA,(215) 427-5000,Childrens,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-75.125535 40.007493)
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,"AAA41503",PIKE,(606) 237-1700,Acute Care Hospitals,Proprietary,true,NULL,2,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-82.296581 37.676373)
171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,"AAA66846",MORRIS,(620) 767-6811,Critical Access Hospitals,Government - Local,false,true,4,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,0,NULL,POINT (-96.500129 38.665115)
361323,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,OH,"AAA44667",WAYNE,(330) 682-3010,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,16,-1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-81.764578 40.832081)
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,"AAA83318",CASSIA,(208) 678-4444,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-113.783419 42.534204)
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,"AAA98166",KING,(206) 244-NULL70,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-122.341455 47.456778)
271332,GLENDIVE MEDICAL CENTER,202 PROSPECT DR,GLENDIVE,MT,"AAA59330",DAWSON,(406) 345-3306,Critical Access Hospitals,Voluntary non-profit - Other,true,true,NULL,16,NULL,5,NULL,5,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-104.704953 47.117226)
244002,ANOKA-METRO REG TREATMENT CTR,3301 SEVENTH AVE NORTH,ANOKA,MN,"AAA55303",ANOKA,(651) 431-5003,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-93.378 45.2103)
390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,"AAA16365",WARREN,(814) 723-3300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL
194113,LAKE PINES HOSPITAL,3639 LOYOLA AVENUE,KENNER,LA,"AAA70065",JEFFERSON,(504) 305-2700,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-90.269388 30.025363)
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,"AAA28462",BRUNSWICK,(910) 755-8121,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-78.28NULL23 34.009092)
060028,SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,"AAA80218",DENVER,(303) 812-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,NULL,5,POINT (-104.972135 39.745722)
374025,"OAKWOOD SPRINGS, LLC",13101 MEMORIAL SPRINGS CT,OKLAHOMA CITY,OK,"AAA73114",OKLAHOMA,(405) 438-3000,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-97.527808 35.602272)
521354,SOUTHWEST HEALTH CENTER,1400 EAST SIDE RD,PLATTEVILLE,WI,"AAA53818",GRANT,(608) 348-2331,Critical Access Hospitals,Voluntary non-profit - Private,true,true,5,NULL,NULL,5,NULL,5,1,NULL,1,NULL,NULL,5,1,NULL,NULL,5,POINT (-90.455783 42.719781)
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,"AAA30097",GWINNETT,(678) 474-7000,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-84.175187 34.067466)
320067,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,"AAA88435",GUADALUPE,(575) 472-3417,Acute Care Hospitals,Government - Local,true,true,NULL,16,NULL,5,NULL,5,0,NULL,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-104.694224 34.929504)
234041,THE CENTER FOR FORENSIC PSYCHIATRY,8303 PLATT ROAD,SALINE,MI,"AAA48176",WASHTENAW,(734) 429-2531,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-83.697655 42.168654)
403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,PR,"AAA00935",SAN JUAN,(787) 777-3232,Childrens,Government - State,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,"AAA03301",MERRIMACK,(603) 225-2711,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-71.562366 43.196329)
150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,"AAA46256",MARION,(317) 849-8222,Acute Care Hospitals,Voluntary non-profit - Private,false,NULL,NULL,16,NULL,16,NULL,5,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,POINT (-86.039284 39.902814)
190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,"AAA70072",JEFFERSON,(504) 347-5511,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-90.095886 29.891749)
054077,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,CA,"AAA93001",VENTURA,(805) 653-6434,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-119.283349 34.307544)
171331,KIOWA DISTRICT HOSPITAL,1002 SOUTH 4TH STREET,KIOWA,KS,"AAA67070",BARBER,(620) 825-4131,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,NULL,5,POINT (-98.489795 37.008547)
